,time,latitude,longitude,platform
945,2023-03-16 02:09:19,-37.63699999999999,16.829,WGSV3-052
944,2023-03-16 02:24:19,-37.633500000000005,16.823,WGSV3-052
943,2023-03-16 02:39:19,-37.62916666666667,16.820666666666668,WGSV3-052
942,2023-03-16 02:54:19,-37.62483333333333,16.81833333333333,WGSV3-052
941,2023-03-16 03:23:24,-37.61583333333333,16.8175,WGSV3-052
940,2023-03-16 03:38:24,-37.61083333333333,16.82,WGSV3-052
939,2023-03-16 03:53:24,-37.60583333333333,16.822666666666667,WGSV3-052
938,2023-03-16 04:08:24,-37.60183333333334,16.828666666666667,WGSV3-052
937,2023-03-16 04:23:24,-37.59883333333333,16.837833333333332,WGSV3-052
935,2023-03-16 04:38:24,-37.598333333333336,16.848333333333336,WGSV3-052
936,2023-03-16 04:53:24,-37.6025,16.861,WGSV3-052
934,2023-03-16 05:08:24,-37.60633333333333,16.8655,WGSV3-052
933,2023-03-16 05:23:24,-37.62233333333334,16.87066666666667,WGSV3-052
932,2023-03-16 05:38:24,-37.63166666666667,16.865833333333335,WGSV3-052
931,2023-03-16 05:53:24,-37.637166666666666,16.857666666666667,WGSV3-052
930,2023-03-16 06:08:24,-37.640499999999996,16.847666666666665,WGSV3-052
929,2023-03-16 06:23:24,-37.640166666666666,16.838833333333334,WGSV3-052
928,2023-03-16 06:38:24,-37.6375,16.831,WGSV3-052
927,2023-03-16 06:53:24,-37.63533333333333,16.824166666666667,WGSV3-052
925,2023-03-16 07:08:24,-37.630833333333335,16.8215,WGSV3-052
924,2023-03-16 07:37:29,-37.62116666666667,16.82316666666667,WGSV3-052
923,2023-03-16 07:52:29,-37.622499999999995,16.834333333333333,WGSV3-052
922,2023-03-16 08:07:29,-37.628,16.8455,WGSV3-052
921,2023-03-16 08:22:29,-37.631166666666665,16.8575,WGSV3-052
919,2023-03-16 08:37:29,-37.63433333333333,16.869666666666667,WGSV3-052
920,2023-03-16 08:52:29,-37.63783333333333,16.881833333333336,WGSV3-052
918,2023-03-16 09:07:29,-37.641666666666666,16.893833333333337,WGSV3-052
917,2023-03-16 09:22:29,-37.64833333333333,16.903000000000002,WGSV3-052
916,2023-03-16 09:37:29,-37.65866666666667,16.908333333333335,WGSV3-052
915,2023-03-16 09:52:29,-37.66833333333333,16.904333333333334,WGSV3-052
914,2023-03-16 10:07:29,-37.676500000000004,16.898000000000003,WGSV3-052
913,2023-03-16 10:22:29,-37.680166666666665,16.887,WGSV3-052
912,2023-03-16 10:37:29,-37.68116666666666,16.877166666666668,WGSV3-052
911,2023-03-16 10:52:29,-37.67833333333333,16.868499999999997,WGSV3-052
910,2023-03-16 11:07:29,-37.675333333333334,16.860333333333333,WGSV3-052
909,2023-03-16 11:22:29,-37.67033333333333,16.857666666666667,WGSV3-052
908,2023-03-16 11:51:34,-37.6605,16.852500000000003,WGSV3-052
907,2023-03-16 12:06:34,-37.65533333333334,16.854499999999998,WGSV3-052
906,2023-03-16 12:21:34,-37.650333333333336,16.857333333333333,WGSV3-052
905,2023-03-16 12:36:34,-37.644999999999996,16.86,WGSV3-052
904,2023-03-16 12:51:34,-37.64183333333334,16.867,WGSV3-052
903,2023-03-16 13:06:34,-37.63916666666667,16.875166666666665,WGSV3-052
899,2023-03-16 13:21:34,-37.63866666666667,16.884833333333333,WGSV3-052
900,2023-03-16 13:36:34,-37.64216666666667,16.895500000000002,WGSV3-052
902,2023-03-16 13:51:34,-37.642500000000005,16.9055,WGSV3-052
901,2023-03-16 14:06:34,-37.64266666666666,16.9155,WGSV3-052
898,2023-03-16 14:21:34,-37.643166666666666,16.925833333333333,WGSV3-052
897,2023-03-16 14:36:34,-37.646499999999996,16.93616666666667,WGSV3-052
896,2023-03-16 14:51:34,-37.651500000000006,16.945666666666668,WGSV3-052
895,2023-03-16 15:06:35,-37.66116666666667,16.950666666666667,WGSV3-052
893,2023-03-16 15:21:35,-37.6715,16.9495,WGSV3-052
892,2023-03-16 15:36:35,-37.681666666666665,16.942666666666664,WGSV3-052
891,2023-03-16 16:05:40,-37.68683333333333,16.922,WGSV3-052
890,2023-03-16 16:20:40,-37.684,16.913666666666664,WGSV3-052
889,2023-03-16 16:35:40,-37.68116666666666,16.904833333333332,WGSV3-052
888,2023-03-16 16:50:40,-37.67616666666667,16.901666666666664,WGSV3-052
887,2023-03-16 17:05:40,-37.6705,16.9,WGSV3-052
886,2023-03-16 17:20:40,-37.667500000000004,16.905166666666666,WGSV3-052
885,2023-03-16 17:35:40,-37.667833333333334,16.913999999999998,WGSV3-052
884,2023-03-16 17:50:40,-37.669333333333334,16.923333333333336,WGSV3-052
883,2023-03-16 18:05:40,-37.67100000000001,16.9325,WGSV3-052
882,2023-03-16 18:20:40,-37.67266666666667,16.942333333333334,WGSV3-052
881,2023-03-16 18:35:40,-37.674499999999995,16.952833333333334,WGSV3-052
880,2023-03-16 18:50:40,-37.67633333333333,16.964166666666664,WGSV3-052
879,2023-03-16 19:05:40,-37.67833333333333,16.9755,WGSV3-052
878,2023-03-16 19:20:40,-37.6815,16.987000000000002,WGSV3-052
877,2023-03-16 19:35:40,-37.68533333333333,16.9985,WGSV3-052
876,2023-03-16 19:50:40,-37.69583333333333,17.00433333333333,WGSV3-052
875,2023-03-16 20:19:44,-37.715,17.0,WGSV3-052
874,2023-03-16 20:34:44,-37.72,16.990666666666666,WGSV3-052
873,2023-03-16 20:49:44,-37.723166666666664,16.980666666666664,WGSV3-052
872,2023-03-16 21:04:44,-37.72166666666667,16.97233333333333,WGSV3-052
871,2023-03-16 21:19:44,-37.719166666666666,16.96466666666667,WGSV3-052
870,2023-03-16 21:34:44,-37.716166666666666,16.958000000000002,WGSV3-052
869,2023-03-16 21:49:44,-37.711666666666666,16.95583333333333,WGSV3-052
868,2023-03-16 22:04:44,-37.707499999999996,16.953666666666667,WGSV3-052
867,2023-03-16 22:19:44,-37.70316666666667,16.95133333333333,WGSV3-052
866,2023-03-16 22:34:44,-37.699,16.951666666666664,WGSV3-052
865,2023-03-16 22:49:44,-37.69466666666666,16.954,WGSV3-052
864,2023-03-16 23:04:44,-37.69016666666666,16.956500000000002,WGSV3-052
863,2023-03-16 23:19:44,-37.68566666666666,16.959,WGSV3-052
862,2023-03-16 23:34:44,-37.68416666666667,16.967333333333332,WGSV3-052
1045,2023-03-16 23:49:44,-37.684999999999995,16.977500000000003,WGSV3-052
1044,2023-03-17 00:04:44,-37.68566666666666,16.987333333333332,WGSV3-052
1043,2023-03-17 00:33:50,-37.687,17.007166666666667,WGSV3-052
1042,2023-03-17 00:48:50,-37.68766666666667,17.016666666666666,WGSV3-052
1041,2023-03-17 01:03:50,-37.68833333333334,17.025666666666666,WGSV3-052
1040,2023-03-17 01:18:50,-37.689,17.034499999999998,WGSV3-052
1039,2023-03-17 01:33:50,-37.68966666666667,17.043166666666664,WGSV3-052
1038,2023-03-17 01:48:50,-37.69016666666666,17.05183333333333,WGSV3-052
1037,2023-03-17 02:03:50,-37.69083333333333,17.061,WGSV3-052
1036,2023-03-17 02:18:50,-37.693333333333335,17.07,WGSV3-052
1035,2023-03-17 02:33:50,-37.6965,17.079666666666665,WGSV3-052
1034,2023-03-17 02:48:50,-37.703833333333336,17.086166666666667,WGSV3-052
1033,2023-03-17 03:03:50,-37.713,17.091333333333335,WGSV3-052
1032,2023-03-17 03:18:50,-37.72183333333333,17.0965,WGSV3-052
1031,2023-03-17 03:33:50,-37.73066666666667,17.101333333333333,WGSV3-052
1030,2023-03-17 03:48:50,-37.73966666666667,17.1065,WGSV3-052
1029,2023-03-17 04:03:50,-37.74883333333333,17.111333333333334,WGSV3-052
1027,2023-03-17 04:18:50,-37.75783333333333,17.11616666666667,WGSV3-052
1028,2023-03-17 04:47:55,-37.77366666666667,17.110500000000002,WGSV3-052
1026,2023-03-17 05:02:55,-37.77833333333333,17.102666666666668,WGSV3-052
1025,2023-03-17 05:17:55,-37.7815,17.09333333333333,WGSV3-052
1024,2023-03-17 05:32:55,-37.781166666666664,17.083833333333335,WGSV3-052
1023,2023-03-17 05:47:55,-37.77833333333333,17.075166666666668,WGSV3-052
1022,2023-03-17 06:02:55,-37.775,17.06833333333333,WGSV3-052
1021,2023-03-17 06:17:55,-37.76983333333333,17.06566666666667,WGSV3-052
1020,2023-03-17 06:32:55,-37.7645,17.062833333333334,WGSV3-052
1019,2023-03-17 06:47:55,-37.75933333333333,17.061333333333334,WGSV3-052
1018,2023-03-17 07:02:55,-37.75483333333333,17.063666666666666,WGSV3-052
1017,2023-03-17 07:17:55,-37.75016666666667,17.066166666666668,WGSV3-052
1016,2023-03-17 07:32:55,-37.7455,17.068666666666665,WGSV3-052
1015,2023-03-17 07:47:55,-37.742666666666665,17.074666666666666,WGSV3-052
1014,2023-03-17 08:02:55,-37.74066666666667,17.081166666666665,WGSV3-052
1013,2023-03-17 08:17:55,-37.73833333333334,17.087833333333332,WGSV3-052
1012,2023-03-17 08:32:55,-37.74016666666667,17.095833333333335,WGSV3-052
1011,2023-03-17 09:02:00,-37.747499999999995,17.110666666666667,WGSV3-052
1010,2023-03-17 09:17:00,-37.754,17.116833333333332,WGSV3-052
1009,2023-03-17 09:32:00,-37.759,17.124833333333335,WGSV3-052
1008,2023-03-17 09:47:00,-37.76383333333333,17.132333333333335,WGSV3-052
1007,2023-03-17 10:02:00,-37.76766666666666,17.140333333333334,WGSV3-052
1006,2023-03-17 10:17:00,-37.7705,17.148833333333336,WGSV3-052
1005,2023-03-17 10:32:00,-37.77466666666667,17.15716666666667,WGSV3-052
1004,2023-03-17 10:47:00,-37.7845,17.1625,WGSV3-052
1003,2023-03-17 11:02:00,-37.794333333333334,17.16166666666667,WGSV3-052
1002,2023-03-17 11:17:00,-37.80416666666667,17.1565,WGSV3-052
1001,2023-03-17 11:32:00,-37.808,17.146166666666666,WGSV3-052
1000,2023-03-17 11:47:00,-37.811166666666665,17.135833333333334,WGSV3-052
999,2023-03-17 12:02:00,-37.80833333333333,17.127333333333336,WGSV3-052
998,2023-03-17 12:17:00,-37.8055,17.118499999999997,WGSV3-052
997,2023-03-17 12:32:00,-37.801,17.114166666666666,WGSV3-052
996,2023-03-17 12:47:00,-37.795833333333334,17.1115,WGSV3-052
995,2023-03-17 13:16:05,-37.785833333333336,17.1095,WGSV3-052
994,2023-03-17 13:31:05,-37.781,17.112000000000002,WGSV3-052
993,2023-03-17 13:46:05,-37.775999999999996,17.1145,WGSV3-052
992,2023-03-17 14:01:05,-37.772000000000006,17.118833333333335,WGSV3-052
991,2023-03-17 14:16:05,-37.76983333333333,17.125666666666667,WGSV3-052
990,2023-03-17 14:31:05,-37.767500000000005,17.13266666666667,WGSV3-052
989,2023-03-17 14:46:05,-37.76766666666666,17.140666666666668,WGSV3-052
988,2023-03-17 15:01:05,-37.77066666666666,17.15,WGSV3-052
987,2023-03-17 15:16:05,-37.775999999999996,17.158,WGSV3-052
986,2023-03-17 15:31:05,-37.785666666666664,17.163,WGSV3-052
985,2023-03-17 15:46:05,-37.79516666666667,17.161333333333335,WGSV3-052
984,2023-03-17 16:01:05,-37.80416666666667,17.156333333333336,WGSV3-052
983,2023-03-17 16:16:05,-37.80766666666667,17.147,WGSV3-052
982,2023-03-17 16:31:05,-37.810833333333335,17.137666666666668,WGSV3-052
981,2023-03-17 16:46:05,-37.809,17.1295,WGSV3-052
980,2023-03-17 17:01:05,-37.8065,17.121666666666666,WGSV3-052
979,2023-03-17 17:30:10,-37.7985,17.113,WGSV3-052
978,2023-03-17 17:45:10,-37.793,17.110166666666665,WGSV3-052
977,2023-03-17 18:00:10,-37.788000000000004,17.108333333333334,WGSV3-052
976,2023-03-17 18:15:10,-37.7825,17.11116666666667,WGSV3-052
975,2023-03-17 18:30:10,-37.782000000000004,17.117166666666666,WGSV3-052
974,2023-03-17 18:45:10,-37.79066666666667,17.120833333333334,WGSV3-052
973,2023-03-17 19:00:10,-37.800666666666665,17.12183333333333,WGSV3-052
972,2023-03-17 19:15:10,-37.81033333333333,17.12066666666667,WGSV3-052
971,2023-03-17 19:30:10,-37.81316666666667,17.112833333333334,WGSV3-052
970,2023-03-17 19:45:10,-37.81933333333333,17.105833333333333,WGSV3-052
969,2023-03-17 20:00:10,-37.82833333333333,17.101,WGSV3-052
968,2023-03-17 20:15:10,-37.832166666666666,17.092,WGSV3-052
967,2023-03-17 20:30:10,-37.8355,17.082,WGSV3-052
966,2023-03-17 20:45:10,-37.8335,17.072499999999998,WGSV3-052
965,2023-03-17 21:00:10,-37.8305,17.06383333333333,WGSV3-052
964,2023-03-17 21:15:10,-37.825500000000005,17.058333333333334,WGSV3-052
963,2023-03-17 21:44:15,-37.81333333333334,17.06066666666667,WGSV3-052
962,2023-03-17 21:59:14,-37.8075,17.0655,WGSV3-052
961,2023-03-17 22:14:14,-37.803,17.064833333333336,WGSV3-052
960,2023-03-17 22:29:14,-37.80016666666667,17.055999999999997,WGSV3-052
959,2023-03-17 22:44:15,-37.79716666666666,17.046833333333332,WGSV3-052
958,2023-03-17 22:59:15,-37.79766666666667,17.037,WGSV3-052
957,2023-03-17 23:14:15,-37.801,17.026999999999997,WGSV3-052
956,2023-03-17 23:29:15,-37.80716666666667,17.02,WGSV3-052
1135,2023-03-17 23:44:15,-37.81516666666666,17.015833333333333,WGSV3-052
1134,2023-03-17 23:59:15,-37.823,17.016833333333334,WGSV3-052
1133,2023-03-18 00:14:15,-37.830333333333336,17.020666666666667,WGSV3-052
1132,2023-03-18 00:29:15,-37.835166666666666,17.02583333333333,WGSV3-052
1131,2023-03-18 00:44:15,-37.84016666666666,17.031,WGSV3-052
1130,2023-03-18 00:59:15,-37.84433333333333,17.036,WGSV3-052
1129,2023-03-18 01:14:15,-37.843666666666664,17.041999999999998,WGSV3-052
1128,2023-03-18 01:29:15,-37.83716666666667,17.044833333333333,WGSV3-052
1127,2023-03-18 01:58:19,-37.82333333333334,17.043166666666664,WGSV3-052
1126,2023-03-18 02:13:19,-37.8165,17.043,WGSV3-052
1125,2023-03-18 02:28:19,-37.809666666666665,17.041333333333334,WGSV3-052
1124,2023-03-18 02:43:19,-37.80333333333333,17.038,WGSV3-052
1123,2023-03-18 02:58:19,-37.7975,17.035,WGSV3-052
1122,2023-03-18 03:13:19,-37.794,17.0255,WGSV3-052
1121,2023-03-18 03:28:19,-37.791000000000004,17.016166666666667,WGSV3-052
1120,2023-03-18 03:43:19,-37.79333333333333,17.005166666666664,WGSV3-052
1119,2023-03-18 03:58:19,-37.79716666666666,16.994000000000003,WGSV3-052
1118,2023-03-18 04:13:19,-37.8055,16.988666666666667,WGSV3-052
1117,2023-03-18 04:28:19,-37.8125,16.9805,WGSV3-052
1116,2023-03-18 04:43:19,-37.819833333333335,16.9715,WGSV3-052
1115,2023-03-18 04:58:19,-37.82616666666667,16.961000000000002,WGSV3-052
1114,2023-03-18 05:13:19,-37.83016666666666,16.949,WGSV3-052
1113,2023-03-18 05:28:19,-37.82866666666666,16.938499999999998,WGSV3-052
1112,2023-03-18 05:43:19,-37.825500000000005,16.928833333333333,WGSV3-052
1111,2023-03-18 06:12:24,-37.815000000000005,16.921166666666668,WGSV3-052
1110,2023-03-18 06:27:24,-37.80916666666667,16.918,WGSV3-052
1109,2023-03-18 06:42:24,-37.803999999999995,16.920166666666667,WGSV3-052
1108,2023-03-18 06:57:24,-37.799,16.922833333333333,WGSV3-052
1107,2023-03-18 07:12:24,-37.79383333333333,16.9255,WGSV3-052
1106,2023-03-18 07:27:24,-37.791000000000004,16.931500000000003,WGSV3-052
1105,2023-03-18 07:42:24,-37.7885,16.939,WGSV3-052
1104,2023-03-18 07:57:24,-37.786500000000004,16.946833333333334,WGSV3-052
1103,2023-03-18 08:12:24,-37.78933333333334,16.955666666666666,WGSV3-052
1102,2023-03-18 08:27:24,-37.79216666666667,16.964499999999997,WGSV3-052
1101,2023-03-18 08:42:24,-37.79883333333333,16.9695,WGSV3-052
1100,2023-03-18 08:57:24,-37.80716666666667,16.973833333333335,WGSV3-052
1099,2023-03-18 09:12:24,-37.81583333333333,16.970666666666666,WGSV3-052
1098,2023-03-18 09:27:24,-37.82416666666666,16.966,WGSV3-052
1097,2023-03-18 09:42:24,-37.82833333333333,16.954666666666665,WGSV3-052
1096,2023-03-18 09:57:24,-37.83016666666666,16.943499999999997,WGSV3-052
1095,2023-03-18 10:26:29,-37.823166666666665,16.925333333333334,WGSV3-052
1094,2023-03-18 10:41:29,-37.8165,16.921833333333332,WGSV3-052
1093,2023-03-18 10:56:29,-37.809666666666665,16.918499999999998,WGSV3-052
1092,2023-03-18 11:11:29,-37.80316666666667,16.915166666666668,WGSV3-052
1091,2023-03-18 11:26:29,-37.79666666666667,16.912,WGSV3-052
1090,2023-03-18 11:41:29,-37.790166666666664,16.908666666666665,WGSV3-052
1089,2023-03-18 11:56:29,-37.783166666666666,16.904999999999998,WGSV3-052
1088,2023-03-18 12:11:29,-37.77616666666667,16.901333333333334,WGSV3-052
1087,2023-03-18 12:26:29,-37.76933333333333,16.899,WGSV3-052
1086,2023-03-18 12:41:29,-37.761833333333335,16.903000000000002,WGSV3-052
1085,2023-03-18 12:56:29,-37.754333333333335,16.907333333333334,WGSV3-052
1084,2023-03-18 13:11:29,-37.75116666666667,16.917333333333332,WGSV3-052
1083,2023-03-18 13:26:29,-37.748333333333335,16.927833333333336,WGSV3-052
1082,2023-03-18 13:41:29,-37.7515,16.937333333333335,WGSV3-052
1081,2023-03-18 13:56:29,-37.7545,16.9465,WGSV3-052
1080,2023-03-18 14:11:29,-37.76199999999999,16.950833333333332,WGSV3-052
1079,2023-03-18 14:40:35,-37.775999999999996,16.952166666666667,WGSV3-052
1078,2023-03-18 14:55:35,-37.783166666666666,16.948333333333334,WGSV3-052
1077,2023-03-18 15:10:35,-37.78816666666667,16.941,WGSV3-052
1076,2023-03-18 15:25:35,-37.791666666666664,16.930333333333333,WGSV3-052
1075,2023-03-18 15:40:35,-37.790499999999994,16.919333333333334,WGSV3-052
1074,2023-03-18 15:55:35,-37.786833333333334,16.908333333333335,WGSV3-052
1073,2023-03-18 16:10:35,-37.7795,16.903166666666667,WGSV3-052
1072,2023-03-18 16:25:35,-37.771499999999996,16.899,WGSV3-052
1071,2023-03-18 16:40:35,-37.76416666666667,16.901666666666664,WGSV3-052
1070,2023-03-18 16:55:35,-37.757,16.9055,WGSV3-052
1069,2023-03-18 17:10:35,-37.751999999999995,16.9115,WGSV3-052
1068,2023-03-18 17:25:35,-37.74816666666666,16.918666666666663,WGSV3-052
1067,2023-03-18 17:40:35,-37.74316666666667,16.924166666666668,WGSV3-052
1066,2023-03-18 17:55:35,-37.736666666666665,16.927666666666667,WGSV3-052
1065,2023-03-18 18:10:35,-37.730000000000004,16.930666666666664,WGSV3-052
1064,2023-03-18 18:25:35,-37.7225,16.927,WGSV3-052
1063,2023-03-18 18:54:39,-37.711999999999996,16.915666666666667,WGSV3-052
1062,2023-03-18 19:09:39,-37.708999999999996,16.906166666666664,WGSV3-052
1061,2023-03-18 19:24:39,-37.70933333333333,16.897333333333332,WGSV3-052
1060,2023-03-18 19:39:39,-37.712333333333326,16.8885,WGSV3-052
1059,2023-03-18 19:54:39,-37.717,16.880999999999997,WGSV3-052
1058,2023-03-18 20:09:39,-37.724333333333334,16.877166666666668,WGSV3-052
1057,2023-03-18 20:24:39,-37.731833333333334,16.875,WGSV3-052
1056,2023-03-18 20:39:39,-37.7385,16.8785,WGSV3-052
1055,2023-03-18 20:54:39,-37.745666666666665,16.882333333333335,WGSV3-052
1054,2023-03-18 21:09:39,-37.748333333333335,16.889333333333333,WGSV3-052
1053,2023-03-18 21:24:39,-37.75066666666667,16.8965,WGSV3-052
1052,2023-03-18 21:39:39,-37.752500000000005,16.903333333333332,WGSV3-052
1051,2023-03-18 21:54:39,-37.7505,16.909333333333333,WGSV3-052
1050,2023-03-18 22:09:39,-37.748666666666665,16.915166666666668,WGSV3-052
1049,2023-03-18 22:24:39,-37.7465,16.921666666666667,WGSV3-052
1048,2023-03-18 22:39:39,-37.74216666666667,16.924833333333332,WGSV3-052
1047,2023-03-18 23:08:44,-37.73283333333333,16.927500000000002,WGSV3-052
1046,2023-03-18 23:23:44,-37.72816666666667,16.924166666666668,WGSV3-052
1228,2023-03-18 23:38:44,-37.723499999999994,16.920833333333334,WGSV3-052
1227,2023-03-18 23:53:44,-37.719166666666666,16.918,WGSV3-052
1226,2023-03-19 00:08:44,-37.71516666666666,16.915000000000003,WGSV3-052
1225,2023-03-19 00:23:44,-37.71083333333333,16.912166666666668,WGSV3-052
1224,2023-03-19 00:38:44,-37.70666666666667,16.909166666666668,WGSV3-052
1223,2023-03-19 00:53:44,-37.7025,16.906333333333336,WGSV3-052
1222,2023-03-19 01:08:44,-37.698,16.904,WGSV3-052
1221,2023-03-19 01:23:44,-37.6935,16.901666666666664,WGSV3-052
1220,2023-03-19 01:38:44,-37.68933333333334,16.8995,WGSV3-052
1219,2023-03-19 01:53:44,-37.68483333333334,16.9,WGSV3-052
1218,2023-03-19 02:08:44,-37.68033333333334,16.902333333333335,WGSV3-052
1217,2023-03-19 02:23:44,-37.675333333333334,16.904833333333332,WGSV3-052
1216,2023-03-19 02:38:44,-37.67100000000001,16.908666666666665,WGSV3-052
1215,2023-03-19 02:53:44,-37.668,16.9175,WGSV3-052
1214,2023-03-19 03:22:49,-37.66816666666667,16.936666666666667,WGSV3-052
1213,2023-03-19 03:37:49,-37.671166666666664,16.946,WGSV3-052
1212,2023-03-19 03:52:49,-37.67783333333333,16.950166666666668,WGSV3-052
1211,2023-03-19 04:07:49,-37.684666666666665,16.953833333333332,WGSV3-052
1210,2023-03-19 04:22:49,-37.69083333333333,16.953333333333333,WGSV3-052
1209,2023-03-19 04:37:49,-37.697,16.95,WGSV3-052
1208,2023-03-19 04:52:49,-37.702999999999996,16.946833333333334,WGSV3-052
1207,2023-03-19 05:07:49,-37.705666666666666,16.9395,WGSV3-052
1206,2023-03-19 05:22:49,-37.708333333333336,16.931500000000003,WGSV3-052
1205,2023-03-19 05:37:49,-37.70883333333334,16.923833333333334,WGSV3-052
1204,2023-03-19 05:52:49,-37.7065,16.916666666666668,WGSV3-052
1203,2023-03-19 06:07:49,-37.70399999999999,16.909166666666668,WGSV3-052
1202,2023-03-19 06:22:49,-37.699666666666666,16.904833333333332,WGSV3-052
1201,2023-03-19 06:37:49,-37.69433333333333,16.90216666666667,WGSV3-052
1200,2023-03-19 06:52:49,-37.689166666666665,16.899333333333335,WGSV3-052
1199,2023-03-19 07:07:49,-37.684,16.900333333333332,WGSV3-052
1198,2023-03-19 07:36:54,-37.67316666666667,16.906,WGSV3-052
1197,2023-03-19 07:51:54,-37.6695,16.913,WGSV3-052
1196,2023-03-19 08:06:54,-37.665499999999994,16.919,WGSV3-052
1195,2023-03-19 08:21:54,-37.658166666666666,16.921499999999998,WGSV3-052
1193,2023-03-19 08:36:54,-37.65533333333334,16.927333333333333,WGSV3-052
1194,2023-03-19 08:51:54,-37.65716666666666,16.9375,WGSV3-052
1192,2023-03-19 09:06:54,-37.66016666666667,16.947,WGSV3-052
1191,2023-03-19 09:21:54,-37.663000000000004,16.956833333333336,WGSV3-052
1190,2023-03-19 09:36:54,-37.65983333333334,16.966333333333335,WGSV3-052
1189,2023-03-19 09:51:54,-37.656666666666666,16.975833333333334,WGSV3-052
1188,2023-03-19 10:06:54,-37.649833333333326,16.979833333333332,WGSV3-052
1187,2023-03-19 10:21:54,-37.643,16.983333333333334,WGSV3-052
1185,2023-03-19 10:36:54,-37.63583333333334,16.984666666666666,WGSV3-052
1186,2023-03-19 10:51:54,-37.629,16.985333333333333,WGSV3-052
1184,2023-03-19 11:06:54,-37.622166666666665,16.988666666666667,WGSV3-052
1183,2023-03-19 11:21:54,-37.6155,16.992166666666666,WGSV3-052
1182,2023-03-19 11:50:59,-37.607499999999995,17.00883333333333,WGSV3-052
1181,2023-03-19 12:05:59,-37.6065,17.015833333333333,WGSV3-052
1180,2023-03-19 12:20:59,-37.6065,17.015833333333333,WGSV3-052
1179,2023-03-19 12:35:59,-37.62166666666667,17.038666666666664,WGSV3-052
1177,2023-03-19 12:50:59,-37.62983333333333,17.041333333333334,WGSV3-052
1176,2023-03-19 13:05:59,-37.636833333333335,17.037666666666667,WGSV3-052
1175,2023-03-19 13:20:59,-37.64366666666667,17.0335,WGSV3-052
1174,2023-03-19 13:35:59,-37.647333333333336,17.026,WGSV3-052
1173,2023-03-19 13:50:59,-37.647333333333336,17.018666666666665,WGSV3-052
1172,2023-03-19 14:05:59,-37.64433333333333,17.01383333333333,WGSV3-052
1171,2023-03-19 14:20:59,-37.638333333333335,17.016833333333334,WGSV3-052
1170,2023-03-19 14:35:59,-37.632,17.020666666666667,WGSV3-052
1169,2023-03-19 14:50:59,-37.62533333333333,17.0245,WGSV3-052
1168,2023-03-19 15:05:59,-37.618833333333335,17.028333333333332,WGSV3-052
1167,2023-03-19 15:20:59,-37.61300000000001,17.03166666666667,WGSV3-052
1166,2023-03-19 15:35:59,-37.60633333333333,17.035500000000003,WGSV3-052
1165,2023-03-19 16:05:04,-37.59466666666666,17.042166666666667,WGSV3-052
1164,2023-03-19 16:20:04,-37.58866666666667,17.045666666666666,WGSV3-052
1163,2023-03-19 16:35:04,-37.583666666666666,17.052833333333336,WGSV3-052
1162,2023-03-19 16:50:04,-37.57966666666667,17.064666666666668,WGSV3-052
1161,2023-03-19 17:05:04,-37.58183333333333,17.077333333333335,WGSV3-052
1160,2023-03-19 17:20:04,-37.586999999999996,17.088666666666665,WGSV3-052
1159,2023-03-19 17:35:04,-37.59466666666666,17.092666666666666,WGSV3-052
1158,2023-03-19 17:50:04,-37.602,17.0955,WGSV3-052
1157,2023-03-19 18:05:04,-37.608,17.094333333333335,WGSV3-052
1156,2023-03-19 18:20:04,-37.61533333333333,17.098000000000003,WGSV3-052
1155,2023-03-19 18:35:04,-37.61583333333333,17.11,WGSV3-052
1154,2023-03-19 18:50:04,-37.609500000000004,17.113333333333333,WGSV3-052
1153,2023-03-19 19:05:04,-37.602666666666664,17.114833333333333,WGSV3-052
1152,2023-03-19 19:20:04,-37.5955,17.116333333333333,WGSV3-052
1151,2023-03-19 19:35:04,-37.589333333333336,17.117666666666665,WGSV3-052
1150,2023-03-19 19:50:04,-37.58266666666667,17.11916666666667,WGSV3-052
1149,2023-03-19 20:19:09,-37.57716666666667,17.108166666666666,WGSV3-052
1148,2023-03-19 20:34:09,-37.57416666666666,17.102333333333334,WGSV3-052
1147,2023-03-19 20:49:09,-37.571333333333335,17.0965,WGSV3-052
1146,2023-03-19 21:04:09,-37.5685,17.090833333333332,WGSV3-052
1145,2023-03-19 21:19:09,-37.565666666666665,17.084999999999997,WGSV3-052
1144,2023-03-19 21:34:09,-37.561,17.084666666666667,WGSV3-052
1143,2023-03-19 21:49:09,-37.55533333333334,17.087666666666667,WGSV3-052
1142,2023-03-19 22:04:09,-37.55,17.090500000000002,WGSV3-052
1141,2023-03-19 22:19:09,-37.54600000000001,17.0995,WGSV3-052
1140,2023-03-19 22:34:09,-37.54266666666667,17.111,WGSV3-052
1139,2023-03-19 22:49:09,-37.54,17.12316666666667,WGSV3-052
1138,2023-03-19 23:04:09,-37.536833333333334,17.134999999999998,WGSV3-052
1137,2023-03-19 23:19:09,-37.533,17.146666666666665,WGSV3-052
1136,2023-03-19 23:34:09,-37.53483333333334,17.157333333333334,WGSV3-052
1318,2023-03-19 23:49:09,-37.54366666666667,17.171833333333332,WGSV3-052
1317,2023-03-20 00:04:09,-37.55533333333334,17.17716666666667,WGSV3-052
1316,2023-03-20 00:33:14,-37.57033333333333,17.169333333333334,WGSV3-052
1315,2023-03-20 00:48:14,-37.57233333333333,17.163999999999998,WGSV3-052
